Algorithm,Property Name,Clashing Algorithm, Possible Name Duplicates,usage
SetupEQSANSReductionv1,BeamCenterY,SetupILLD33Reductionv1,SensitivityBeamCenterY TransmissionBeamCenterY ,10888
LoadPreNexusv1,LoadMonitors,LoadEventNexusv1,LoadEventMonitors LoadHistoMonitors ,1
ReflectometryReductionOnev2,FirstTransmissionRun,IndirectSampleChangerv1,FirstRun ,21
SetupEQSANSReductionv1,BckTransmissionBeamRadius,SetupHFIRReductionv1,TransmissionBeamRadius ,10888
TOSCABankCorrectionv1,PeakFunction,PawleyFitv1,PeakProfileFunction ,7
IndirectCylinderAbsorptionv2,CanScaleFactor,SANSFitShiftScalev1,ScaleFactor ,25
MuonProcessv1,LoadedTimeZero,LoadMuonNexusv2,TimeZero ,88
MuonProcessv1,DetectorGroupingTable,CalMuonDetectorPhasesv1,DetectorTable ,88
MagnetismReflectometryReductionv1,RunNumbers,BASISReductionv1,NormRunNumbers ,84
SetSampleMaterialv1,SampleNumberDensity,IndirectAnnulusAbsorptionv2,SampleDensity ,372
CylinderPaalmanPingsCorrectionv2,SampleDensityType,IndirectFlatPlateAbsorptionv2,SampleDensity ,9
GetIPTSv1,RunNumber,LiquidsReflectometryReductionv1,NormalizationRunNumber ,1799
IndirectFlatPlateAbsorptionv1,CanDensityType,IndirectAnnulusAbsorptionv2,CanDensity ,10
DiffractionEventCalibrateDetectorsv1,DetCalFilename,CreateDummyCalFilev1,CalFilename ,2
ReflectometryReductionOneAutov2,WavelengthMax,AlignAndFocusPowderFromFilesv1,CropWavelengthMax ,38
EQSANSTofStructurev1,WavelengthMin,SaveHKLv1,MinWavelength ,47572
LoadEventAndCompressv1,CompressTOFTolerance,LoadEventNexusv1,CompressTolerance ,50
ReflectometryReductionOneAutov2,WavelengthMin,CalculateTransmissionBeamSpreaderv1,MinWavelength ,38
SetupEQSANSReductionv1,IQ2DNumberOfBins,SANSAzimuthalAverage1Dv1,NumberOfBins ,10888
LoadDetectorInfov1,DataFilename,EQSANSDirectBeamTransmissionv1,SampleDataFilename EmptyDataFilename ,2
LoadCIFv1,InputFile,MaskDetectorsIfv1,InputCalFile ,45
Stitch1Dv3,OutScaleFactor,ReflectometryReductionOneAutov1,ScaleFactor ,2088
IndirectSampleChangerv1,FirstRun,ReflectometryReductionOneAutov1,FirstTransmissionRun ,0
LoadNexusMonitorsv2,LoadEventMonitors,LoadEventAndCompressv1,LoadMonitors ,24781
ChopDatav1,IntegrationRangeUpper,Integrationv1,RangeUpper ,361
IndirectResolutionv1,ScaleFactor,IndirectAnnulusAbsorptionv1,CanScaleFactor ,17
SetupHFIRReductionv1,BckTransmissionValue,SetupILLD33Reductionv1,TransmissionValue ,4666
IndirectCylinderAbsorptionv2,CanDensityType,FlatPlatePaalmanPingsCorrectionv1,CanDensity ,25
CalculateSampleTransmissionv1,ChemicalFormula,IndirectAnnulusAbsorptionv1,SampleChemicalFormula CanChemicalFormula ,7
ReflectometryReductionOneAutov2,WavelengthMin,AlignAndFocusPowderv1,CropWavelengthMin ,38
CreateTransmissionWorkspacev2,FirstTransmissionRun,PoldiLoadRunsv1,FirstRun ,4
SetupEQSANSReductionv1,IQNumberOfBins,SANSAzimuthalAverage1Dv1,NumberOfBins ,10888
IndirectFlatPlateAbsorptionv1,SampleDensityType,IndirectAnnulusAbsorptionv2,SampleDensity ,10
SNSPowderReductionv1,GroupingFile,DiffractionFocussingv2,GroupingFileName ,757
ISISIndirectDiffractionReductionv1,ContainerScaleFactor,IntegratePeaksCWSDv1,ScaleFactor ,1
AlignAndFocusPowderv1,DMax,FindUBUsingFFTv1,MaxD ,1368
ILLIN16BCalibrationv1,ScaleFactor,SANSStitchv1,OutScaleFactor ,5
MedianDetectorTestv1,LowThreshold,DetectorDiagnosticv1,LowThresholdFraction ,181
EQSANSTofStructurev1,WavelengthMaxFrame2,TOFSANSResolutionv1,MaxWavelength ,47572
SaveLauenormv1,MaxWavelength,CreateTransmissionWorkspaceAutov1,WavelengthMax ,35
LRScalingFactorsv1,DirectBeamRuns,FindCenterOfMassPositionv1,DirectBeam ,15
ReflectometryReductionOneAutov2,WavelengthMax,PDToPDFgetNv1,CropWavelengthMax ,38
Stitch1DManyv1,ManualScaleFactor,ReflectometryReductionOneAutov1,ScaleFactor ,293
LRAutoReductionv1,DirectBeamList,FindCenterOfMassPositionv2,DirectBeam ,331
Stitch1Dv3,ManualScaleFactor,SANSFitShiftScalev1,ScaleFactor ,2088
ElasticWindowMultiplev1,BackgroundRangeEnd,ISISIndirectEnergyTransferv1,BackgroundRange ,22
AddSampleLogv1,LogName,ConvertSpiceDataToRealSpacev1,DurationLogName ,91869
SANSLoadv1,CanTransmissionWorkspace,SaveNXcanSASv1,TransmissionCan ,30
IndirectCylinderAbsorptionv2,SampleDensityType,IndirectCylinderAbsorptionv1,SampleDensity ,25
SetupHFIRReductionv1,BckTransmissionEmptyDataFile,SetupILLD33Reductionv1,TransmissionEmptyDataFile ,4666
SANSBeamSpreaderTransmissionv1,SpreaderTransmissionValue,SetupEQSANSReductionv1,TransmissionValue ,0
Stitch1DManyv1,ManualScaleFactor,ISISIndirectEnergyTransferv1,ScaleFactor ,293
CylinderPaalmanPingsCorrectionv2,SampleDensity,AbsorptionCorrectionv1,SampleNumberDensity ,9
ResizeRectangularDetectorv1,ComponentName,SpecularReflectionPositionCorrectv1,DetectorComponentName SampleComponentName ,2
SetupEQSANSReductionv1,UseConfigBeam,EQSANSLoadv1,UseConfig ,10888
GSASIIRefineFitPeaksv1,MinX,ExtractSpectrav1,XMin ,13
RefinePowderDiffProfileSeqv1,OutputProjectFilename,ExportExperimentLogv1,OutputFilename ,0
SetupHFIRReductionv1,TransmissionBeamCenterX,EQSANSLoadv1,BeamCenterX ,4666
AbsorptionCorrectionv1,SampleNumberDensity,VesuvioCalculateMSv1,SampleDensity ,6
SetSampleMaterialv1,SampleMassDensity,VesuvioCorrectionsv1,SampleDensity ,372
CalMuonDetectorPhasesv1,DetectorTable,CreateSimulationWorkspacev1,DetectorTableFilename ,2
DgsReductionv1,EnergyTransferRange,SofQWMomentsScanv1,EnergyRange ,44
ComputeIncoherentDOSv1,QSumRange,SofQWMomentsScanv1,QRange ,916
ShiftLogTimev1,LogName,RenameLogv1,OriginalLogName NewLogName ,1962
PoldiDataAnalysisv1,MinimumPeakHeight,GetDetOffsetsMultiPeaksv1,MinimumPeakHeightObs ,2
IndirectCylinderAbsorptionv2,SampleHeight,CylinderAbsorptionv1,CylinderSampleHeight ,25
LoadSpiceXML2DDetv1,DetectorLogName,ExportTimeSeriesLogv1,LogName ,87303
LRPrimaryFractionv1,ScalingFactor,SetupILLD33Reductionv1,AbsoluteScalingFactor ,3542
Stitch1DManyv1,ManualScaleFactor,IndirectCalibrationv1,ScaleFactor ,293
FlatPlatePaalmanPingsCorrectionv1,SampleDensityType,IndirectFlatPlateAbsorptionv2,SampleDensity ,43
IndirectAnnulusAbsorptionv1,CanInnerRadius,IndirectCylinderAbsorptionv1,CanRadius ,10
DgsReductionv1,HardMaskFile,BASISReduction311v1,MaskFile ,44
PoldiAnalyseResidualsv1,FittedCountData,CalMuonDetectorPhasesv1,DataFitted ,2
SphericalAbsorptionv1,ScatteringXSection,HRPDSlabCanAbsorptionv1,SampleScatteringXSection ,21
EQSANSTofStructurev1,WavelengthMinFrame2,ReflectometryReductionOneAutov1,WavelengthMin ,47572
ExtractSpectrav1,EndWorkspaceIndex,ProjectMDv1,EndIndex ,32962
ReflectometryReductionOnev1,ThetaIn,SpecularReflectionPositionCorrectv1,TwoThetaIn ,8
MedianDetectorTestv1,RangeLower,ChopDatav1,IntegrationRangeLower ,181
LiquidsReflectometryReductionv1,PrimaryFractionRange,LRPeakSelectionv1,PrimaryRange ,400
CalibrateRectangularDetectorsv1,BackgroundType,ProcessBackgroundv1,OutputBackgroundType ,7
SANSSensitivityCorrectionv1,FloodTransmissionValue,SetupHFIRReductionv1,TransmissionValue ,6
CreateTransmissionWorkspaceAutov1,WavelengthMin,AlignAndFocusPowderv1,CropWavelengthMin ,124
IndirectCylinderAbsorptionv1,CanDensityType,IndirectFlatPlateAbsorptionv2,CanDensity ,10
SpecularReflectionPositionCorrectv1,SampleComponentName,CreateGroupingWorkspacev1,ComponentName ,2
CylinderAbsorptionv1,CylinderSampleHeight,SaveCanSAS1Dv2,SampleHeight ,289
CuboidGaugeVolumeAbsorptionv1,SampleNumberDensity,IndirectAnnulusAbsorptionv2,SampleDensity ,2
LiquidsReflectometryReductionv1,TOFRangeFlag,LRScalingFactorsv1,TOFRange ,400
RefRoiv1,XPixelMax,MaskPeaksWorkspacev1,XMax ,25236
SetupHFIRReductionv1,BckThetaDependentTransmission,SetupILLD33Reductionv1,ThetaDependentTransmission ,4666
PDToPDFgetNv1,CropWavelengthMax,CreateTransmissionWorkspacev2,WavelengthMax ,2
StartLiveDatav1,ProcessingScriptFilename,MonitorLiveDatav1,ProcessingScript PostProcessingScriptFilename ,284
SNSPowderReductionv1,CropWavelengthMin,ReflectometryReductionOneAutov1,WavelengthMin ,757
VesuvioCorrectionsv1,BeamRadius,SetupILLD33Reductionv1,TransmissionBeamRadius ,1789
IndirectCylinderAbsorptionv2,SampleDensity,IndirectAnnulusAbsorptionv2,SampleDensityType ,25
SetupEQSANSReductionv1,BeamCenterX,SetupHFIRReductionv1,SensitivityBeamCenterX TransmissionBeamCenterX ,10888
ImportMDHistoWorkspacev1,NumberOfBins,SetupHFIRReductionv1,IQNumberOfBins IQ2DNumberOfBins ,4
SetupEQSANSReductionv1,IQLogBinning,SANSAzimuthalAverage1Dv1,LogBinning ,10888
CalculateCountRatev1,NormalizationLogName,FilterLogByTimev1,LogName ,2
PDToPDFgetNv1,CropWavelengthMin,CreateTransmissionWorkspaceAutov2,WavelengthMin ,2
SetupEQSANSReductionv1,MaskedDetectorList,GroupDetectorsv2,DetectorList ,10888
SetSampleMaterialv1,ChemicalFormula,IndirectAnnulusAbsorptionv2,SampleChemicalFormula CanChemicalFormula ,372
SliceMDv1,MaxRecursionDepth,SaveMDWorkspaceToVTKv1,RecursionDepth ,23
EQSANSDirectBeamTransmissionv1,EmptyDataFilename,LoadSwansv1,FilenameData ,5892
PreprocessDetectorsToMDv1,GetEFixed,AbsorptionCorrectionv1,EFixed ,20
Minv1,RangeUpper,Integrationv1,RangeUpperList ,1501
LoadNexusMonitorsv2,LoadHistoMonitors,SetupEQSANSReductionv1,LoadMonitors ,24781
SANSStitchv1,OutScaleFactor,ISISIndirectEnergyTransferv1,ScaleFactor ,2
CylinderAbsorptionv1,SampleNumberDensity,VesuvioCorrectionsv1,SampleDensity ,289
SofQWNormalisedPolygonv1,EFixed,PreprocessDetectorsToMDv1,GetEFixed ,9808
ReflectometryReductionOnev1,WavelengthMin,SaveHKLv1,MinWavelength ,8
SetupHFIRReductionv1,MaskedDetectorList,ExtractSpectrav1,DetectorList ,4666
MolDynv1,MaxEnergy,ResNormv2,EnergyMax ,9
SetupHFIRReductionv1,TransmissionBeamRadius,SANSBeamFinderv1,BeamRadius ,4666
RefRoiv1,YPixelMax,MaskPeaksWorkspacev1,YMax ,25236
IndirectFlatPlateAbsorptionv1,CanScaleFactor,IntegratePeaksCWSDv1,ScaleFactor ,10
PDToPDFgetNv1,CropWavelengthMax,CreateTransmissionWorkspaceAutov1,WavelengthMax ,2
ConvertSpiceDataToRealSpacev1,DurationLogName,GenerateEventsFilterv1,LogName ,6
SpecularReflectionPositionCorrectv2,DetectorComponentName,MoveInstrumentComponentv1,ComponentName ,19
HRPDSlabCanAbsorptionv1,SampleNumberDensity,CylinderPaalmanPingsCorrectionv2,SampleDensity ,2
GetEiMonDetv2,NominalIncidentEnergy,GetEiMonDetv1,IncidentEnergy ,2
FitPeakv1,PeakFunctionType,GetDetectorOffsetsv1,PeakFunction ,2
SaveToSNSHistogramNexusv1,OutputFilename,RefinePowderDiffProfileSeqv1,OutputProjectFilename ,0
QueryAllRemoteJobsv1,JobName,SCARFTomoReconstructionv1,RemoteJobName ,0
HFIRLoadv1,BeamCenterY,SetupILLD33Reductionv1,SensitivityBeamCenterY TransmissionBeamCenterY ,14752
MSDFitv1,XEnd,IqtFitSequentialv1,EndX ,8
SaveMDv2,UpdateFileBackEnd,CreateMDv1,FileBackEnd ,22
OSIRISDiffractionReductionv1,ContainerScaleFactor,IndirectResolutionv1,ScaleFactor ,6
ConvertCWSDMDtoHKLv1,UBMatrix,LoadCIFv1,LoadUBMatrix ,292
CreateTransmissionWorkspaceAutov1,WavelengthMax,SaveHKLv1,MaxWavelength ,124
RefReductionv1,NormalizationRun,RefLReductionv1,NormalizationRunNumber ,6
GetDetectorOffsetsv1,PeakFunction,PawleyFitv1,PeakProfileFunction ,1
SANSDirectBeamTransmissionv1,BeamRadius,SetupEQSANSReductionv1,TransmissionBeamRadius ,5707
StartLiveDatav1,PostProcessingScript,LoadLiveDatav1,ProcessingScript PostProcessingScriptFilename ,284
LoadEventAndCompressv1,FilterMonByTofMax,LoadEventNexusv1,FilterByTofMax ,50
SNSPowderReductionv1,CropWavelengthMax,CreateTransmissionWorkspaceAutov1,WavelengthMax ,757
SetupEQSANSReductionv1,SensitivityBeamCenterFile,SetupILLD33Reductionv1,BeamCenterFile ,10888
EQSANSDirectBeamTransmissionv1,BeamCenterY,SANSBeamFinderv1,FoundBeamCenterY ,5892
PlotAsymmetryByLogValuev1,FirstRun,CreateTransmissionWorkspaceAutov2,FirstTransmissionRun ,10
GetSpiceDataRawCountsFromMDv1,SampleLogName,FilterLogByTimev1,LogName ,2
LiquidsReflectometryReductionv1,RunNumbers,BASISReduction311v1,NormRunNumbers ,400
RefinePowderDiffProfileSeqv1,OutputProjectFilename,ExportSampleLogsToCSVFilev1,OutputFilename ,0
SetupEQSANSReductionv1,BckTransmissionBeamRadius,SetupILLD33Reductionv1,TransmissionBeamRadius ,10888
FilterByLogValuev1,LogName,AddLogDerivativev1,NewLogName ,6633
AddLogDerivativev1,NewLogName,ExportTimeSeriesLogv1,LogName ,6
SetupEQSANSReductionv1,TransmissionEmptyDataFile,SetupILLD33Reductionv1,BckTransmissionEmptyDataFile ,10888
AlignAndFocusPowderv1,CropWavelengthMax,TOFSANSResolutionv1,MaxWavelength ,1368
RotateInstrumentComponentv1,ComponentName,ReflectometryReductionOneAutov1,DetectorComponentName SampleComponentName ,725374
MaskDetectorsv1,DetectorList,SetupILLD33Reductionv1,MaskedDetectorList ,215615
ReflectometryReductionOnev1,WavelengthMax,CalculateTransmissionBeamSpreaderv1,MaxWavelength ,8
AddSampleLogMultiplev1,LogNames,PDDetermineCharacterizationsv1,FrequencyLogNames ,2834
CreateTransmissionWorkspacev2,WavelengthMax,TOFSANSResolutionv1,MaxWavelength ,4
SetupEQSANSReductionv1,BeamRadius,SetupILLD33Reductionv1,TransmissionBeamRadius ,10888
CentroidPeaksv1,EdgePixels,SmoothNeighboursv1,ZeroEdgePixels ,1444
MSDFitv1,XEnd,CalculateMuonAsymmetryv1,EndX ,8
TOFSANSResolutionv1,MaxWavelength,PredictPeaksv1,WavelengthMax ,8
GetDetectorOffsetsv1,GroupingFileName,CatalogPublishv1,FileName ,1
IndirectAnnulusAbsorptionv1,SampleInnerRadius,IndirectCylinderAbsorptionv1,SampleRadius ,10
ExportTimeSeriesLogv1,LogName,GetSpiceDataRawCountsFromMDv1,SampleLogName ,181
SetupHFIRReductionv1,MaskedDetectorList,GroupDetectorsv1,DetectorList ,4666
USANSSimulationv1,TwoTheta,CalculateResolutionv1,TwoThetaOut ,9
LoadEventAndCompressv1,FilterMonByTimeStart,LoadEventNexusv1,FilterByTimeStart ,50
SaveIsawDetCalv1,TimeOffset,ChangeTimeZerov1,RelativeTimeOffset AbsoluteTimeOffset ,21
PDCalibrationv1,MaxChunkSize,NexusTesterv1,ChunkSize ,22
PlotPeakByLogValuev1,LogValue,GenerateEventsFilterv1,MinimumLogValue MaximumLogValue LogValueInterval LogValueTolerance ,75
RenameLogv1,NewLogName,GetTimeSeriesLogInformationv1,LogName ,2
CatalogPublishv1,FileName,DiffractionFocussingv1,GroupingFileName ,2
MultipleScatteringCylinderAbsorptionv1,SampleNumberDensity,IndirectAnnulusAbsorptionv2,SampleDensity ,4
LoadSpiceXML2DDetv1,DetectorLogName,FilterLogByTimev1,LogName ,87303
IndirectAnnulusAbsorptionv1,CanOuterRadius,IndirectCylinderAbsorptionv1,CanRadius ,10
BASISReduction311v1,NormRunNumbers,LoadMultipleGSSv1,RunNumbers ,1
SetupHFIRReductionv1,BeamCenterFile,SetupILLD33Reductionv1,SensitivityBeamCenterFile TransmissionBeamCenterFile ,4666
NormaliseToUnityv1,RangeUpper,Integrationv1,RangeUpperList ,110
TOSCABankCorrectionv1,PeakPosition,FindPeaksv1,PeakPositionTolerance ,7
IndirectCylinderAbsorptionv2,SampleRadius,IndirectAnnulusAbsorptionv2,SampleInnerRadius SampleOuterRadius ,25
CylinderPaalmanPingsCorrectionv2,SampleDensity,IndirectFlatPlateAbsorptionv2,SampleDensityType ,9
AverageLogDatav1,LogName,RenameLogv1,OriginalLogName NewLogName ,2
CreateTransmissionWorkspaceAutov1,FirstTransmissionRun,PoldiLoadRunsv1,FirstRun ,124
SetupEQSANSReductionv1,BeamCenterX,SANSBeamFinderv1,FoundBeamCenterX ,10888
SpecularReflectionPositionCorrectv2,SampleComponentName,CatalogSearchv1,SampleName ,19
FindCenterOfMassPositionv2,CenterX,SANSBeamFinderv1,BeamCenterX ,2
DgsConvertToEnergyTransferv1,IncidentEnergyGuess,GetEiMonDetv1,EnergyGuess IncidentEnergy ,28291
IndirectAnnulusAbsorptionv1,SampleOuterRadius,IndirectCylinderAbsorptionv1,SampleRadius ,10
ProcessBackgroundv1,OutputBackgroundType,GeneratePeaksv1,BackgroundType ,12
PDToGUDRUNv1,CropWavelengthMax,CreateTransmissionWorkspaceAutov2,WavelengthMax ,1
StartLiveDatav1,ProcessingAlgorithm,LoadLiveDatav1,PostProcessingAlgorithm ,284
EQSANSTofStructurev1,WavelengthMinFrame2,CreateTransmissionWorkspacev1,WavelengthMin ,47572
SofQWv1,EFixed,PreprocessDetectorsToMDv1,GetEFixed ,2
FilterByXValuev1,XMax,GSASIIRefineFitPeaksv1,MaxX ,66
StepScanv1,XMin,GSASIIRefineFitPeaksv1,MinX ,90
DgsReductionv1,IncidentEnergyGuess,GetEiMonDetv1,EnergyGuess IncidentEnergy ,44
ProcessBackgroundv1,OutputBackgroundType,GetDetOffsetsMultiPeaksv1,BackgroundType ,12
EQSANSTofStructurev1,WavelengthMaxFrame2,PredictPeaksv1,WavelengthMax ,47572
SetupEQSANSReductionv1,DarkCurrentFile,SetupHFIRReductionv1,SensitivityDarkCurrentFile TransmissionDarkCurrentFile ,10888
CylinderAbsorptionv1,SampleNumberDensity,FlatPlatePaalmanPingsCorrectionv1,SampleDensity ,289
CuboidGaugeVolumeAbsorptionv1,EFixed,PreprocessDetectorsToMDv1,GetEFixed ,2
RefRoiv1,XPixelMax,GetDetectorOffsetsv1,XMax ,25236
FilterByTimev1,AbsoluteStartTime,GenerateEventsFilterv1,StartTime ,828
SliceMDv1,OutputFilename,RefinePowderDiffProfileSeqv1,OutputProjectFilename ,23
LoadEventAndCompressv1,FilterByTimeStop,LoadEventNexusv1,FilterMonByTimeStop ,50
CropWorkspacev1,StartWorkspaceIndex,ProjectMDv1,StartIndex ,130563
ImggTomographicReconstructionv1,MinProjectionAngle,MaskAnglev1,MinAngle ,0
ApplyTransmissionCorrectionv1,TransmissionValue,SetupILLD33Reductionv1,BckTransmissionValue ,12031
IndirectCylinderAbsorptionv2,SampleDensity,CylinderPaalmanPingsCorrectionv2,SampleDensityType ,25
SANSSensitivityCorrectionv1,MaskedComponent,CalculateEfficiencyv1,MaskedFullComponent ,6
FindPeaksv1,PeakFunction,PoldiFitPeaks2Dv1,PeakProfileFunction ,614
FindSXPeaksv1,StartWorkspaceIndex,ProjectMDv1,StartIndex ,2
AlignAndFocusPowderFromFilesv1,DMax,PredictPeaksv1,MaxDSpacing ,214
RenameLogv1,OriginalLogName,GenerateEventsFilterv1,LogName ,2
AlignAndFocusPowderFromFilesv1,DMin,PredictPeaksv1,MinDSpacing ,214
CalibrateRectangularDetectorsv1,MinimumPeakHeightObs,GetDetOffsetsMultiPeaksv1,MinimumPeakHeight ,7
TOFSANSResolutionv1,MinWavelength,PredictPeaksv1,WavelengthMin ,8
SCARFTomoReconstructionv1,DownloadJobID,QueryRemoteJobv1,JobID ,0
MonitorLiveDatav1,ProcessingAlgorithm,LoadLiveDatav1,PostProcessingAlgorithm ,0
StartLiveDatav1,ProcessingScript,LoadLiveDatav1,ProcessingScriptFilename PostProcessingScript ,284
LoadLogPropertyTablev1,LogNames,ExportExperimentLogv1,SampleLogNames ,12
FlatPlatePaalmanPingsCorrectionv1,CanDensityType,IndirectFlatPlateAbsorptionv2,CanDensity ,43
SetupEQSANSReductionv1,SensitivityBeamCenterX,EQSANSLoadv1,BeamCenterX ,10888
SANSAbsoluteScalev1,ScalingFactor,LRAutoReductionv1,ScalingFactorFile ,15223
SetupEQSANSReductionv1,IQ2DNumberOfBins,CreateMDHistoWorkspacev1,NumberOfBins ,10888
SANSBeamSpreaderTransmissionv1,ThetaDependent,SetupEQSANSReductionv1,ThetaDependentTransmission ,0
CatalogPublishv1,FileName,GetDetOffsetsMultiPeaksv1,GroupingFileName ,2
AverageLogDatav1,LogName,AddLogDerivativev1,NewLogName ,2
IndirectCylinderAbsorptionv2,SampleRadius,TOFSANSResolutionByPixelv1,SampleApertureRadius ,25
MultipleScatteringCylinderAbsorptionv1,SampleNumberDensity,VesuvioCalculateMSv1,SampleDensity ,4
ApplyTransmissionCorrectionv1,ThetaDependent,SetupILLD33Reductionv1,ThetaDependentTransmission ,12031
CylinderPaalmanPingsCorrectionv2,SampleDensityType,IndirectAnnulusAbsorptionv2,SampleDensity ,9
SetupEQSANSReductionv1,TransmissionBeamCenterX,HFIRLoadv1,BeamCenterX ,10888
CylinderPaalmanPingsCorrectionv2,SampleDensity,FlatPlatePaalmanPingsCorrectionv1,SampleDensityType ,9
EQSANSTofStructurev1,WavelengthMinFrame2,PredictPeaksv1,WavelengthMin ,47572
ReflectometryReductionOneAutov1,ScaleFactor,IndirectFlatPlateAbsorptionv2,CanScaleFactor ,8
FindPeaksv1,MinimumPeakHeight,GetDetOffsetsMultiPeaksv1,MinimumPeakHeightObs ,614
HRPDSlabCanAbsorptionv1,SampleNumberDensity,VesuvioCorrectionsv1,SampleDensity ,2
LoadDetectorsGroupingFilev1,InputFile,MaskDetectorsIfv1,InputCalFile ,15713
IndirectAnnulusAbsorptionv2,SampleDensityType,FlatPlatePaalmanPingsCorrectionv1,SampleDensity ,17
SetupEQSANSReductionv1,BeamCenterFile,SetupILLD33Reductionv1,SensitivityBeamCenterFile TransmissionBeamCenterFile ,10888
SANSBeamSpreaderTransmissionv1,SpreaderTransmissionError,SetupILLD33Reductionv1,TransmissionError ,0
IndirectAnnulusAbsorptionv1,SampleDensityType,IndirectFlatPlateAbsorptionv2,SampleDensity ,10
DgsReductionv1,MaxFramerate,DetectorDiagnosticv1,MaxTubeFramerate ,44
LoadPreNexusLivev1,RunNumber,ConvertSpiceDataToRealSpacev1,RunNumberName ,354
SANSConvertToWavelengthAndRebinv1,WavelengthStepType,ReflectometryReductionOneAutov1,WavelengthStep ,2
CylinderAbsorptionv1,CylinderSampleHeight,CuboidGaugeVolumeAbsorptionv1,SampleHeight ,289
DgsReductionv1,SampleInputFile,VelocityCrossCorrelationsv1,InputFile ,44
SANSStitchv1,ScaleFactor,SANSFitShiftScalev1,OutScaleFactor ,2
CalculateCoverageDGSv1,IncidentEnergy,DgsReductionv1,IncidentEnergyGuess ,24555
EQSANSTofStructurev1,WavelengthMaxFrame2,CreateTransmissionWorkspacev2,WavelengthMax ,47572
GSASIIRefineFitPeaksv1,MinX,CalculateCountRatev1,XMin ,13
LoadBBYv1,FilterByTimeStop,LoadEventAndCompressv1,FilterMonByTimeStop ,1
SetupEQSANSReductionv1,BckTransmissionBeamCenterX,SetupILLD33Reductionv1,TransmissionBeamCenterX ,10888
SANSStitchv1,ScaleFactor,ApplyPaalmanPingsCorrectionv1,CanScaleFactor ,2
ILLIN16BCalibrationv1,ScaleFactor,Stitch1Dv3,ManualScaleFactor OutScaleFactor ,5
ProcessBackgroundv1,OutputBackgroundType,LeBailFitv1,BackgroundType ,12
CuboidGaugeVolumeAbsorptionv1,SampleNumberDensity,CylinderPaalmanPingsCorrectionv2,SampleDensity ,2
StartLiveDatav1,PostProcessingScript,MonitorLiveDatav1,ProcessingScript PostProcessingScriptFilename ,284
DgsConvertToEnergyTransferv1,IncidentEnergyGuess,DetectorEfficiencyCorUserv1,IncidentEnergy ,28291
AnnularRingAbsorptionv1,SampleNumberDensity,VesuvioThicknessv1,NumberDensity ,10
StripVanadiumPeaksv1,AlternativePeakPositions,StripPeaksv1,PeakPositions ,2
AlignAndFocusPowderv1,CropWavelengthMin,ReflectometryReductionOneAutov1,WavelengthMin ,1368
ConvertCWSDExpToMomentumv1,SourcePosition,AlignComponentsv1,FitSourcePosition ,2392
MoveInstrumentComponentv1,ComponentName,SpecularReflectionCalculateThetav1,DetectorComponentName SampleComponentName ,637803
EQSANSResolutionv1,MaxWavelength,EQSANSTofStructurev1,WavelengthMax WavelengthMaxFrame2 ,10831
DgsConvertToEnergyTransferv1,IncidentEnergyGuess,GetEiv1,IncidentEnergy ,28291
IndirectFlatPlateAbsorptionv1,SampleDensity,IndirectCylinderAbsorptionv1,SampleDensityType ,10
MedianDetectorTestv1,HighThreshold,DetectorDiagnosticv1,HighThresholdFraction ,181
SetupHFIRReductionv1,MaskedDetectorList,ExtractMaskv1,DetectorList ,4666
LoadPreNexusLivev1,RunNumber,ApplyNegMuCorrectionv1,FirstRunNumber LastRunNumber ,354
ReflectometryReductionOneAutov1,DetectorComponentName,SetInstrumentParameterv1,ComponentName ,8
ConvertAxesToRealSpacev1,NumberVerticalBins,ResampleXv1,NumberBins ,5
