Algorithm,Property Name,Clashing Algorithm, Possible Name Duplicates,usage
LoadCalFilev1,CalFilename,CreateGroupingWorkspacev1,OldCalFilename ,13
IndirectFlatPlateAbsorptionv1,SampleDensityType,VesuvioCorrectionsv1,SampleDensity ,10
OSIRISDiffractionReductionv1,ContainerScaleFactor,SANSFitShiftScalev1,ScaleFactor ,6
DgsReductionv1,IncidentEnergyGuess,DetectorEfficiencyCorUserv1,IncidentEnergy ,44
AddSampleLogv1,LogName,CalculateCountRatev1,NormalizationLogName ,91869
PDCalibrationv1,PeakPositions,StripVanadiumPeaksv1,AlternativePeakPositions ,22
SetupHFIRReductionv1,BeamCenterX,SetupILLD33Reductionv1,SensitivityBeamCenterX TransmissionBeamCenterX ,4666
AddSampleLogv1,LogName,AddLogDerivativev1,NewLogName ,91869
SNSPowderReductionv1,CropWavelengthMin,CalculateTransmissionBeamSpreaderv1,MinWavelength ,757
PDToGUDRUNv1,CropWavelengthMax,SaveHKLv1,MaxWavelength ,1
AlignAndFocusPowderv1,CropWavelengthMin,TOFSANSResolutionv1,MinWavelength ,1368
GetEiMonDetv2,NominalIncidentEnergy,GetEiv1,IncidentEnergy ,2
IndirectFlatPlateAbsorptionv1,SampleDensity,FlatPlateAbsorptionv1,SampleNumberDensity ,10
ConvertCWPDMDToSpectrav1,ExcludedDetectorIDs,EditInstrumentGeometryv1,DetectorIDs ,2
PDToPDFgetNv1,CropWavelengthMin,RemoveLowResTOFv1,MinWavelength ,2
FitPeakv1,CostFunctionValue,Fitv1,CostFunction ,2
IndirectCylinderAbsorptionv1,SampleDensity,FlatPlateAbsorptionv1,SampleNumberDensity ,10
MagnetismReflectometryReductionv1,NormalizationRunNumber,GetIPTSv1,RunNumber ,84
IndirectCylinderAbsorptionv2,CanDensityType,IndirectCylinderAbsorptionv1,CanDensity ,25
FitPeakv1,PeakFunctionType,GeneratePeaksv1,PeakType ,2
MSDFitv1,XEnd,PawleyFitv1,EndX ,8
ISISIndirectDiffractionReductionv1,ContainerScaleFactor,ISISIndirectEnergyTransferv1,ScaleFactor ,1
ApplyTransmissionCorrectionv1,ThetaDependent,SetupEQSANSReductionv1,ThetaDependentTransmission ,12031
TOFSANSResolutionv1,SampleApertureRadius,IndirectCylinderAbsorptionv1,SampleRadius ,8
SaveNexusv1,WorkspaceIndexMax,ScaleXv1,IndexMax ,20658
SuggestTibCNCSv1,IncidentEnergy,DgsConvertToEnergyTransferv1,IncidentEnergyGuess ,3507
EnggCalibratev1,DetectorPositions,ReflectometryReductionOnev1,CorrectDetectorPositions ,6
CalibrateRectangularDetectorsv1,YPixelSum,SumNeighboursv1,SumY ,7
SetupEQSANSReductionv1,BeamCenterY,FindCenterOfMassPositionv2,CenterY ,10888
SaveDiffFittingAsciiv1,RunNumber,ApplyNegMuCorrectionv1,FirstRunNumber LastRunNumber ,2
SpecularReflectionPositionCorrectv1,TwoThetaIn,SpecularReflectionCalculateThetav1,TwoTheta ,2
CutMDv1,MaxRecursionDepth,SaveMDWorkspaceToVTKv1,RecursionDepth ,1578
IndirectAnnulusAbsorptionv1,CanDensity,IndirectAnnulusAbsorptionv2,CanDensityType ,10
SetupEQSANSReductionv1,SensitivityBeamCenterX,HFIRLoadv1,BeamCenterX ,10888
IndirectILLReductionQENSv1,MapFile,LoadFITSv1,HeaderMapFile ,189
SCARFTomoReconstructionv1,RemoteJobName,QueryRemoteJobv1,JobName ,0
GSASIIRefineFitPeaksv1,MinX,CreateSampleWorkspacev1,XMin ,13
SANSStitchv1,ShiftFactor,SANSFitShiftScalev1,OutShiftFactor ,2
SetupHFIRReductionv1,BckTransmissionMethod,SetupILLD33Reductionv1,TransmissionMethod ,4666
SumEventsByLogValuev1,LogName,AddLogDerivativev1,NewLogName ,2
ILLIN16BCalibrationv1,ScaleFactor,IndirectAnnulusAbsorptionv2,CanScaleFactor ,5
ReflectometryReductionOnev1,WavelengthMax,AlignAndFocusPowderv1,CropWavelengthMax ,8
SphericalAbsorptionv1,SampleNumberDensity,VesuvioThicknessv1,NumberDensity ,21
GSASIIRefineFitPeaksv1,MaxX,CreateSampleWorkspacev1,XMax ,13
MagnetismReflectometryReductionv1,SubtractSignalBackground,FindSXPeaksv1,SignalBackground ,84
IndirectAnnulusAbsorptionv1,CanScaleFactor,IndirectCalibrationv1,ScaleFactor ,10
ElasticWindowv1,BackgroundRangeEnd,TimeSlicev1,BackgroundRange ,2
SNSPowderReductionv1,MaxChunkSize,NexusTesterv1,ChunkSize ,757
ReflectometryReductionOneAutov1,DetectorComponentName,CreateGroupingWorkspacev1,ComponentName ,8
EQSANSQ2Dv1,NumberOfBins,SetupHFIRReductionv1,IQNumberOfBins IQ2DNumberOfBins ,15308
ApplyNegMuCorrectionv1,FirstRunNumber,PoldiLoadRunsv1,FirstRun ,12
ReflectometryReductionOneAutov1,FirstTransmissionRun,PoldiLoadRunsv1,FirstRun ,8
CreateTransmissionWorkspaceAutov1,WavelengthMax,TOFSANSResolutionv1,MaxWavelength ,124
SaveHKLv1,MaxWavelength,CreateTransmissionWorkspacev1,WavelengthMax ,77
SetupEQSANSReductionv1,TransmissionBeamCenterY,HFIRLoadv1,BeamCenterY ,10888
IndirectAnnulusAbsorptionv2,SampleDensity,FlatPlatePaalmanPingsCorrectionv1,SampleDensityType ,17
IndirectAnnulusAbsorptionv1,SampleDensityType,IndirectCylinderAbsorptionv1,SampleDensity ,10
SANSDirectBeamTransmissionv1,BeamCenterX,SetupEQSANSReductionv1,SensitivityBeamCenterX TransmissionBeamCenterX ,5707
SaveLauenormv1,MinWavelength,CreateTransmissionWorkspacev2,WavelengthMin ,35
SaveLauenormv1,MaxWavelength,SNSPowderReductionv1,CropWavelengthMax ,35
Maxv1,RangeLower,Integrationv1,RangeLowerList ,304
DetectorEfficiencyVariationv1,StartWorkspaceIndex,ProjectMDv1,StartIndex ,2
EQSANSTofStructurev1,WavelengthMax,TOFSANSResolutionv1,MaxWavelength ,47572
LoadBBYv1,FilterByTimeStart,LoadEventNexusv1,FilterMonByTimeStart ,1
SetupEQSANSReductionv1,TransmissionBeamRadius,SANSBeamFinderv1,BeamRadius ,10888
IndirectFlatPlateAbsorptionv1,SampleDensity,CylinderPaalmanPingsCorrectionv2,SampleDensityType ,10
EQSANSResolutionv1,MinWavelength,AlignAndFocusPowderFromFilesv1,CropWavelengthMin ,10831
CalculateTransmissionBeamSpreaderv1,MinWavelength,PredictPeaksv1,WavelengthMin ,0
SANSStitchv1,OutShiftFactor,SANSFitShiftScalev1,ShiftFactor ,2
SetupHFIRReductionv1,TransmissionValue,SetupILLD33Reductionv1,BckTransmissionValue ,4666
SpecularReflectionPositionCorrectv1,SampleComponentName,ClearMaskFlagv1,ComponentName ,2
SNSPowderReductionv1,CompressTOFTolerance,LoadEventNexusv1,CompressTolerance ,757
SetupEQSANSReductionv1,BeamRadius,SetupHFIRReductionv1,TransmissionBeamRadius ,10888
FindSXPeaksv1,RangeUpper,Integrationv1,RangeUpperList ,2
RefReductionv1,NormalizationRun,MagnetismReflectometryReductionv1,NormalizationRunNumber ,6
CylinderAbsorptionv1,EFixed,PreprocessDetectorsToMDv1,GetEFixed ,289
RefReductionv1,LowResNormAxisPixelRange,MagnetismReflectometryReductionv1,LowResDataAxisPixelRange ,6
SetupEQSANSReductionv1,IQIndependentBinning,EQSANSAzimuthalAverage1Dv1,IndependentBinning ,10888
CalculateChiSquaredv1,ChiSquaredWeighted,DakotaChiSquaredv1,ChiSquared ,62907
IndirectCylinderAbsorptionv2,CanScaleFactor,IndirectCalibrationv1,ScaleFactor ,25
SetupEQSANSReductionv1,BckTransmissionDarkCurrentFile,SetupHFIRReductionv1,TransmissionDarkCurrentFile ,10888
SANSSensitivityCorrectionv1,BeamCenterY,SetupILLD33Reductionv1,SensitivityBeamCenterY TransmissionBeamCenterY ,6
ReflectometryReductionOnev2,WavelengthMin,PDToGUDRUNv1,CropWavelengthMin ,21
SNSPowderReductionv1,GroupingFile,ReadGroupsFromFilev1,GroupingFileName ,757
PoldiFitPeaks1Dv1,PeakFunction,PoldiFitPeaks2Dv1,PeakProfileFunction ,4
CylinderAbsorptionv1,SampleNumberDensity,CylinderPaalmanPingsCorrectionv2,SampleDensity ,289
SaveGSASInstrumentFilev1,InputFileName,LoadDetectorsGroupingFilev1,InputFile ,2
CylinderPaalmanPingsCorrectionv2,CanDensityType,IndirectFlatPlateAbsorptionv2,CanDensity ,9
SumRowColumnv1,XMin,GSASIIRefineFitPeaksv1,MinX ,1435
PreprocessDetectorsToMDv1,GetEFixed,SofQWCentrev1,EFixed ,20
FitPeakv1,PeakFunctionType,PoldiFitPeaks1Dv1,PeakFunction ,2
EQSANSResolutionv1,MaxWavelength,AlignAndFocusPowderFromFilesv1,CropWavelengthMax ,10831
SetSampleMaterialv1,SampleNumberDensity,VesuvioCorrectionsv1,SampleDensity ,372
SANSDirectBeamTransmissionv1,SampleDataFilename,ExaminePowderDiffProfilev1,DataFilename ,5707
LoadSpiceXML2DDetv1,DetectorLogName,ChangeLogTimev1,LogName ,87303
IndirectFlatPlateAbsorptionv1,CanDensity,IndirectCylinderAbsorptionv2,CanDensityType ,10
ResizeRectangularDetectorv1,ComponentName,ReflectometryReductionOnev1,DetectorComponentName SampleComponentName ,2
IndirectCylinderAbsorptionv2,CanChemicalFormula,IndirectTransmissionv1,ChemicalFormula ,25
IndirectAnnulusAbsorptionv1,CanDensityType,IndirectAnnulusAbsorptionv2,CanDensity ,10
SaveHKLv1,MinWavelength,CreateTransmissionWorkspacev1,WavelengthMin ,77
SANSBeamSpreaderTransmissionv1,DirectSpreaderFilename,SetupHFIRReductionv1,TransDirectSpreaderFilename ,0
FilterByLogValuev1,LogName,MergeLogsv1,MergedLogName ,6633
ReflectometryReductionOnev1,WavelengthMin,CalculateTransmissionBeamSpreaderv1,MinWavelength ,8
IndirectCylinderAbsorptionv2,SampleChemicalFormula,IndirectTransmissionv1,ChemicalFormula ,25
CylinderAbsorptionv1,SampleNumberDensity,IndirectCylinderAbsorptionv1,SampleDensity ,289
HFIRLoadv1,BeamCenterX,SANSBeamFinderv1,FoundBeamCenterX ,14752
TOFSANSResolutionv1,MaxWavelength,CreateTransmissionWorkspaceAutov2,WavelengthMax ,8
LoadNexusMonitorsv2,LoadHistoMonitors,LoadRawv3,LoadMonitors ,24781
MonitorLiveDatav1,ProcessingScriptFilename,LoadLiveDatav1,ProcessingScript PostProcessingScriptFilename ,0
SaveLauenormv1,MaxWavelength,CreateTransmissionWorkspacev1,WavelengthMax ,35
CalculateTransmissionBeamSpreaderv1,MaxWavelength,ReflectometryReductionOneAutov1,WavelengthMax ,0
ReflectometryReductionOnev2,WavelengthMin,AlignAndFocusPowderFromFilesv1,CropWavelengthMin ,21
SetupHFIRReductionv1,SensitivityBeamCenterFile,SetupILLD33Reductionv1,BeamCenterFile ,4666
Stitch1Dv3,ManualScaleFactor,IndirectCalibrationv1,ScaleFactor ,2088
GetEiT0atSNSv1,IncidentEnergyGuess,GetEiMonDetv1,EnergyGuess IncidentEnergy ,31
SetupHFIRReductionv1,TransmissionMethod,SetupILLD33Reductionv1,BckTransmissionMethod ,4666
ReflectometryReductionOneAutov2,WavelengthMax,SaveHKLv1,MaxWavelength ,38
ShiftLogTimev1,LogName,GetSpiceDataRawCountsFromMDv1,SampleLogName ,1962
IndirectCylinderAbsorptionv2,SampleRadius,CylinderPaalmanPingsCorrectionv2,SampleInnerRadius SampleOuterRadius ,25
DgsReductionv1,IncidentEnergyGuess,GetEiv1,IncidentEnergy ,44
MSDFitv1,XEnd,ConvolutionFitSequentialv1,EndX ,8
EQSANSResolutionv1,MaxWavelength,ReflectometryReductionOnev1,WavelengthMax ,10831
FitPowderDiffPeaksv1,MinimumPeakHeight,GetDetOffsetsMultiPeaksv1,MinimumPeakHeightObs ,2
IndirectFlatPlateAbsorptionv1,CanDensity,IndirectAnnulusAbsorptionv1,CanDensityType ,10
Stitch1DManyv1,ManualScaleFactor,ReflectometryReductionOneAutov2,ScaleFactor ,293
ElasticWindowv1,BackgroundRangeEnd,LRSubtractAverageBackgroundv1,BackgroundRange ,2
LoadSQWv1,OutputFilename,RefinePowderDiffProfileSeqv1,OutputProjectFilename ,2
CalibrateRectangularDetectorsv1,PeakFunction,PoldiFitPeaks2Dv1,PeakProfileFunction ,7
CropWorkspacev1,EndWorkspaceIndex,ProjectMDv1,EndIndex ,130563
SaveMDv1,UpdateFileBackEnd,CreateMDv1,FileBackEnd ,2
SetupEQSANSReductionv1,TransmissionBeamCenterMethod,SetupHFIRReductionv1,BeamCenterMethod BckTransmissionBeamCenterMethod ,10888
ReflectometryReductionOnev1,SampleComponentName,ClearMaskFlagv1,ComponentName ,8
SANSDirectBeamTransmissionv1,ThetaDependent,SetupHFIRReductionv1,ThetaDependentTransmission ,5707
PDToGUDRUNv1,MaxChunkSize,NexusTesterv1,ChunkSize ,1
ReflectometryReductionOneAutov2,WavelengthMin,PDToPDFgetNv1,CropWavelengthMin ,38
PDToPDFgetNv1,CropWavelengthMin,PredictPeaksv1,WavelengthMin ,2
EQSANSResolutionv1,MinWavelength,PDToPDFgetNv1,CropWavelengthMin ,10831
TOFSANSResolutionv1,MinWavelength,UnwrapMonitorsInTOFv1,WavelengthMin ,8
ElasticWindowMultiplev1,BackgroundRangeStart,IndirectResolutionv1,BackgroundRange ,22
ReflectometryReductionOnev1,WavelengthMax,PDToGUDRUNv1,CropWavelengthMax ,8
AnnularRingAbsorptionv1,SampleNumberDensity,IndirectCylinderAbsorptionv1,SampleDensity ,10
UnwrapMonitorsInTOFv1,WavelengthMin,SaveHKLv1,MinWavelength ,2
SANSSensitivityCorrectionv1,BeamCenterY,SetupEQSANSReductionv1,SensitivityBeamCenterY TransmissionBeamCenterY ,6
ShiftLogTimev1,LogName,ConvertSpiceDataToRealSpacev1,DurationLogName ,1962
ConvertToReflectometryQv1,NumberBinsQz,ResampleXv1,NumberBins ,162
MaxMinv1,RangeLower,Integrationv1,RangeLowerList ,4
CopySamplev1,MDInputSampleNumber,SetUBv1,MDSampleNumber ,1077
EQSANSTofStructurev1,WavelengthMax,SaveHKLv1,MaxWavelength ,47572
SaveLauenormv1,MaxWavelength,ReflectometryReductionOnev1,WavelengthMax ,35
IndirectFlatPlateAbsorptionv1,SampleDensityType,IndirectCylinderAbsorptionv1,SampleDensity ,10
IndirectFlatPlateAbsorptionv1,SampleDensityType,IndirectAnnulusAbsorptionv1,SampleDensity ,10
MSDFitv1,XEnd,ExaminePowderDiffProfilev1,EndX ,8
ElasticWindowMultiplev1,BackgroundRangeEnd,LRSubtractAverageBackgroundv1,BackgroundRange ,22
ReflectometryReductionOnev1,WavelengthMin,EQSANSTofStructurev1,WavelengthMinFrame2 ,8
SANSDirectBeamTransmissionv1,BeamCenterY,SetupILLD33Reductionv1,SensitivityBeamCenterY TransmissionBeamCenterY ,5707
SetSampleMaterialv1,ScatteringXSection,HRPDSlabCanAbsorptionv1,SampleScatteringXSection ,372
PDToGUDRUNv1,CropWavelengthMin,TOFSANSResolutionv1,MinWavelength ,1
MonitorLiveDatav1,StartTime,GetTimeSeriesLogInformationv1,FilterStartTime ,0
CalibrateRectangularDetectorsv1,MinimumPeakHeight,FindPeaksv1,MinimumPeakHeightObs ,7
DownloadRemoteFilev1,LocalFileName,CatalogPublishv1,FileName ,0
MedianDetectorTestv1,RangeLower,Integrationv1,RangeLowerList ,181
RefReductionv1,LowResDataAxisPixelRange,MagnetismReflectometryReductionv1,LowResNormAxisPixelRange ,6
ReflectometryReductionOnev1,ScaleFactor,IndirectAnnulusAbsorptionv2,CanScaleFactor ,8
RefReductionv1,LowResDataAxisPixelRange,RefLReductionv1,LowResDataAxisPixelRangeFlag LowResNormAxisPixelRange ,6
ProcessBackgroundv1,OutputBackgroundType,StripPeaksv1,BackgroundType ,12
VelocityCrossCorrelationsv1,InputFile,MaskDetectorsIfv1,InputCalFile ,1
RemoveLowResTOFv1,MinWavelength,PredictPeaksv1,WavelengthMin ,22
CreateTransmissionWorkspacev2,FirstTransmissionRun,PlotAsymmetryByLogValuev1,FirstRun ,4
IndirectCylinderAbsorptionv2,SampleDensityType,IndirectAnnulusAbsorptionv2,SampleDensity ,25
Minv1,StartWorkspaceIndex,ProjectMDv1,StartIndex ,1501
EQSANSResolutionv1,MinWavelength,ReflectometryReductionOnev1,WavelengthMin ,10831
ApplyPaalmanPingsCorrectionv1,CanShiftFactor,SANSFitShiftScalev1,ShiftFactor ,95
SetupEQSANSReductionv1,MaskedDetectorList,SetInstrumentParameterv1,DetectorList ,10888
SNSPowderReductionv1,CompressTOFTolerance,AlignAndFocusPowderFromFilesv1,CompressTolerance ,757
EQSANSLoadv1,SampleDetectorDistanceOffset,HFIRLoadv1,SampleDetectorDistance ,22910
ChopDatav1,IntegrationRangeLower,FindSXPeaksv1,RangeLower ,361
SNSPowderReductionv1,CropWavelengthMin,SaveHKLv1,MinWavelength ,757
CalibrateRectangularDetectorsv1,GroupDetectorsBy,BASISReductionv1,GroupDetectors ,7
SetupEQSANSReductionv1,TransmissionBeamCenterX,SetupHFIRReductionv1,BeamCenterX BckTransmissionBeamCenterX ,10888
CalculateTransmissionBeamSpreaderv1,SpreaderTransmissionError,SetupILLD33Reductionv1,TransmissionError ,0
PlotPeakByLogValuev1,LogValue,ExportExperimentLogv1,OverrideLogValue ,75
ConvertCWPDMDToSpectrav1,ScaleFactor,Stitch1Dv3,ManualScaleFactor OutScaleFactor ,2
ReflectometryReductionOnev2,WavelengthMin,EQSANSTofStructurev1,WavelengthMinFrame2 ,21
SuggestTibCNCSv1,IncidentEnergy,GetEiMonDetv2,NominalIncidentEnergy ,3507
EQSANSLoadv1,SampleDetectorDistance,HFIRLoadv1,SampleDetectorDistanceOffset ,22910
SetupHFIRReductionv1,TransmissionBeamRadius,VesuvioCalculateMSv1,BeamRadius ,4666
RefLReductionv1,TOFRange,LiquidsReflectometryReductionv1,TOFRangeFlag ,14
PawleyFitv1,PeakProfileFunction,SaveFullprofResolutionv1,ProfileFunction ,2
RenameLogv1,NewLogName,AddLogDerivativev1,LogName ,2
SetupEQSANSReductionv1,MaskedDetectorList,GroupDetectorsv1,DetectorList ,10888
OSIRISDiffractionReductionv1,ContainerScaleFactor,IndirectCalibrationv1,ScaleFactor ,6
CorrectLogTimesv1,LogNames,ExportExperimentLogv1,SampleLogNames ,327
BASISReductionv1,NormRunNumbers,PDDetermineCharacterizationsv1,NormRun ,464
PDToPDFgetNv1,CropWavelengthMax,PredictPeaksv1,WavelengthMax ,2
RefRoiv1,XPixelMin,CreateSampleWorkspacev1,XMin ,25236
SCARFTomoReconstructionv1,RemoteJobName,QueryAllRemoteJobsv2,JobName ,0
SpecularReflectionPositionCorrectv2,SampleComponentName,SANSPatchSensitivityv1,ComponentName ,19
IntegratePeaksHybridv1,NumberOfBins,SetupEQSANSReductionv1,IQNumberOfBins IQ2DNumberOfBins ,3
NormaliseToUnityv1,EndWorkspaceIndex,ProjectMDv1,EndIndex ,110
ApplyTransmissionCorrectionv1,TransmissionError,SetupHFIRReductionv1,SpreaderTransmissionError BckTransmissionError ,12031
MSDFitv1,XEnd,EstimateMuonAsymmetryFromCountsv1,EndX ,8
LoadMultipleGSSv1,FilePrefix,ConvertSnsRoiFileToMaskv1,OutputFilePrefix ,36
IndirectQuickRunv1,SampleEnvironmentLogName,GetSpiceDataRawCountsFromMDv1,SampleLogName ,5
ProcessBackgroundv1,OutputBackgroundType,PDCalibrationv1,BackgroundType ,12
EQSANSResolutionv1,MaxWavelength,UnwrapMonitorsInTOFv1,WavelengthMax ,10831
ReflectometryReductionOneAutov1,SampleComponentName,SetInstrumentParameterv1,ComponentName ,8
IndirectFlatPlateAbsorptionv1,CanScaleFactor,SANSSubtractv1,ScaleFactor ,10
SetupEQSANSReductionv1,SampleDetectorDistance,EQSANSLoadv1,SampleDetectorDistanceOffset ,10888
SetSampleMaterialv1,ChemicalFormula,FlatPlatePaalmanPingsCorrectionv1,SampleChemicalFormula CanChemicalFormula ,372
DgsReductionv1,SampleInputFile,PoldiCreatePeaksFromFilev1,InputFile ,44
PDToPDFgetNv1,CropWavelengthMax,CreateTransmissionWorkspaceAutov2,WavelengthMax ,2
EQSANSResolutionv1,MaxWavelength,AlignAndFocusPowderv1,CropWavelengthMax ,10831
ReflectometryReductionOneAutov2,ScaleFactor,IndirectFlatPlateAbsorptionv2,CanScaleFactor ,38
MaxMinv1,RangeLower,ChopDatav1,IntegrationRangeLower ,4
SetupHFIRReductionv1,BeamRadius,SetupILLD33Reductionv1,TransmissionBeamRadius ,4666
RefRoiv1,XPixelMin,FilterByXValuev1,XMin ,25236
StartLiveDatav1,ProcessingScript,MonitorLiveDatav1,ProcessingScriptFilename PostProcessingScript ,284
RefinePowderDiffProfileSeqv1,OutputProjectFilename,SaveFullprofResolutionv1,OutputFilename ,0
SNSPowderReductionv1,OutputFilePrefix,MergeCalFilesv1,OutputFile ,757
ILLIN16BCalibrationv1,ScaleFactor,IndirectFlatPlateAbsorptionv1,CanScaleFactor ,5
AnnularRingAbsorptionv1,SampleHeight,CylinderAbsorptionv1,CylinderSampleHeight ,10
ElasticWindowMultiplev1,BackgroundRangeEnd,IndirectResolutionv1,BackgroundRange ,22
SNSPowderReductionv1,CropWavelengthMax,CalculateTransmissionBeamSpreaderv1,MaxWavelength ,757
ReflectometryReductionOnev1,DetectorComponentName,CreateGroupingWorkspacev1,ComponentName ,8
IndirectCylinderAbsorptionv2,SampleDensity,SphericalAbsorptionv1,SampleNumberDensity ,25
TOFSANSResolutionv1,MaxWavelength,AlignAndFocusPowderFromFilesv1,CropWavelengthMax ,8
BayesQuasiv1,MinRange,NormaliseToMonitorv1,IntegrationRangeMin ,80
FitPeakv1,PeakRange,GetEiv2,PeakSearchRange ,2
SNSPowderReductionv1,CropWavelengthMax,CreateTransmissionWorkspaceAutov2,WavelengthMax ,757
ReflectometryReductionOnev1,SampleComponentName,SetInstrumentParameterv1,ComponentName ,8
IndirectCylinderAbsorptionv2,SampleDensity,AnnularRingAbsorptionv1,SampleNumberDensity ,25
SetupHFIRReductionv1,BckTransmissionBeamRadius,SetupILLD33Reductionv1,TransmissionBeamRadius ,4666
DetectorDiagnosticv1,EndWorkspaceIndex,ProjectMDv1,EndIndex ,20
ISISIndirectDiffractionReductionv1,ContainerScaleFactor,ReflectometryReductionOneAutov1,ScaleFactor ,1
SANSSensitivityCorrectionv1,FloodTransmissionValue,SetupEQSANSReductionv1,TransmissionValue ,6
CuboidGaugeVolumeAbsorptionv1,AttenuationXSection,HRPDSlabCanAbsorptionv1,SampleAttenuationXSection ,2
IndirectCylinderAbsorptionv2,CanDensity,IndirectFlatPlateAbsorptionv2,CanDensityType ,25
RefinePowderDiffProfileSeqv1,OutputProjectFilename,FixGSASInstrumentFilev1,OutputFilename ,0
FilterByTimev1,AbsoluteStartTime,StartLiveDatav1,StartTime ,828
ISISIndirectDiffractionReductionv1,ContainerScaleFactor,SANSStitchv1,ScaleFactor ,1
SetupHFIRReductionv1,ThetaDependentTransmission,SetupILLD33Reductionv1,BckThetaDependentTransmission ,4666
ConvertSpiceDataToRealSpacev1,DurationLogName,GetTimeSeriesLogInformationv1,LogName ,6
SpecularReflectionPositionCorrectv2,TwoTheta,DNSComputeDetEffCorrCoefsv1,TwoThetaTolerance ,19
ReflectometryReductionOnev1,FirstTransmissionRun,PlotAsymmetryByLogValuev1,FirstRun ,8
SANSSensitivityCorrectionv1,BeamCenterX,SANSBeamFinderv1,FoundBeamCenterX ,6
OSIRISDiffractionReductionv1,ContainerScaleFactor,SANSSubtractv1,ScaleFactor ,6
IndirectCylinderAbsorptionv2,SampleDensity,FlatPlateAbsorptionv1,SampleNumberDensity ,25
HRPDSlabCanAbsorptionv1,SampleNumberDensity,IndirectCylinderAbsorptionv1,SampleDensity ,2
SetupHFIRReductionv1,SensitivityBeamCenterX,SANSBeamFinderv1,BeamCenterX ,4666
SANSMaskv1,MaskedDetectorList,SetInstrumentParameterv1,DetectorList ,2177
SetupEQSANSReductionv1,SensitivityBeamCenterY,HFIRLoadv1,BeamCenterY ,10888
EQSANSResolutionv1,MinWavelength,UnwrapMonitorsInTOFv1,WavelengthMin ,10831
EQSANSLoadv1,BeamCenterX,SetupILLD33Reductionv1,SensitivityBeamCenterX TransmissionBeamCenterX ,22910
SetupEQSANSReductionv1,WavelengthStep,SANSConvertToWavelengthAndRebinv1,WavelengthStepType ,10888
FlatPlatePaalmanPingsCorrectionv1,CanDensity,IndirectFlatPlateAbsorptionv2,CanDensityType ,43
PawleyFitv1,PeakProfileFunction,FindPeaksv1,PeakFunction ,2
Integrationv1,RangeLowerList,FindDeadDetectorsv1,RangeLower ,217067
TOFSANSResolutionv1,MinWavelength,ReflectometryReductionOneAutov1,WavelengthMin ,8
RefinePowderInstrumentParametersv3,ChiSquare,PawleyFitv1,ReducedChiSquare ,16
MaskDetectorsv1,DetectorList,SetupEQSANSReductionv1,MaskedDetectorList ,215615
ISISIndirectDiffractionReductionv1,ContainerScaleFactor,VesuvioCorrectionsv1,ContainerScale ,1
SANSDirectBeamTransmissionv1,BeamCenterX,SetupHFIRReductionv1,SensitivityBeamCenterX TransmissionBeamCenterX ,5707
SetSampleMaterialv1,SampleNumberDensity,VesuvioCalculateMSv1,SampleDensity ,372
CylinderPaalmanPingsCorrectionv2,SampleDensity,FlatPlateAbsorptionv1,SampleNumberDensity ,9
CylinderAbsorptionv1,SampleNumberDensity,VesuvioThicknessv1,NumberDensity ,289
RefinePowderDiffProfileSeqv1,OutputProjectFilename,SaveNexusPDv1,OutputFilename ,0
FindDetectorsOutsideLimitsv1,LowThreshold,DetectorDiagnosticv1,LowThresholdFraction ,2901
DgsReductionv1,TimeZeroGuess,LoadMuonNexusv2,TimeZero ,44
IndirectSampleChangerv1,FirstRun,CreateTransmissionWorkspaceAutov2,FirstTransmissionRun ,0
SANSStitchv1,OutScaleFactor,IndirectCalibrationv1,ScaleFactor ,2
EQSANSResolutionv1,MinWavelength,PredictPeaksv1,WavelengthMin ,10831
FindUBUsingFFTv1,MinD,AlignAndFocusPowderFromFilesv1,DMin ,1654
LoadVesuviov1,LoadMonitors,LoadEventNexusv1,LoadEventMonitors LoadHistoMonitors ,1531
FindDeadDetectorsv1,OutputFile,ConvertSnsRoiFileToMaskv1,OutputFilePrefix ,36
FitPeakv1,CostFunctionValue,FindPeaksv1,CostFunction ,2
IndirectFlatPlateAbsorptionv1,SampleChemicalFormula,IndirectTransmissionv1,ChemicalFormula ,10
SetupHFIRReductionv1,BckTransmissionDarkCurrentFile,SetupILLD33Reductionv1,TransmissionDarkCurrentFile ,4666
Stitch1Dv3,OutScaleFactor,IndirectCalibrationv1,ScaleFactor ,2088
SANSDirectBeamTransmissionv1,BeamCenterY,FindCenterOfMassPositionv2,CenterY ,5707
SANSBeamSpreaderTransmissionv1,SampleScatteringFilename,SetupHFIRReductionv1,TransSampleScatteringFilename ,0
DgsReductionv1,SampleMass,SetSampleMaterialv1,SampleMassDensity ,44
IndirectCylinderAbsorptionv2,SampleDensityType,FlatPlatePaalmanPingsCorrectionv1,SampleDensity ,25
ProcessIndirectFitParametersv1,XAxisUnit,CreateSampleWorkspacev1,XUnit ,4
DgsReductionv1,IncidentEnergyGuess,GetEiMonDetv2,IncidentEnergy ,44
SetupHFIRReductionv1,SampleDetectorDistanceOffset,HFIRLoadv1,SampleDetectorDistance ,4666
IndirectAnnulusAbsorptionv1,CanDensityType,IndirectFlatPlateAbsorptionv2,CanDensity ,10
IndirectAnnulusAbsorptionv2,CanDensityType,IndirectFlatPlateAbsorptionv2,CanDensity ,17
IndirectAnnulusAbsorptionv1,CanScaleFactor,SANSSubtractv1,ScaleFactor ,10
